"FID,POINTID,Depth,POINTID_1,EC,OC,Elev,oc1,ec1,LC0_Desc,EVI250,LST250,susm,twi,TH_LAT,TH_LONG,slope250,Prec_World,Temp_Iberi,pr37040,pr37060,pr58040,pr58060,T37040,t37060,t58560,t58540"
"94,29621748,0-20 cm,29621748,1.5,402.8,197,402.8,1.5,Cropland,0.228908724,14960.6087,68.48000336,-1.335610032,37.57438479,-5.382567622,0.609440029,49.41320038,17.66790009,44.5,42.16666667,46,41.66666667,11.44999981,12.55000019,12.60000038,11.5"
"95,29661680,0-20 cm,29661680,1.8,592.2,627,592.2,1.8,Cropland,0.226101783,14891.67442,69.10320282,-2.105340004,36.97774003,-5.203374035,1.600250006,63.25030136,15.28199959,55.75,52.33333333,57.58333333,51.08333333,9.5,10.60000038,10.64999962,9.600000381"
"96,29781738,0-20 cm,29781738,1.1,350.8,232,350.8,1.1,Grassland,0.205431015,15019.28261,58.57180023,0.474839002,37.51446482,-5.185309934,0.402218014,49.27759933,17.47909927,44.16666667,42.08333333,45.83333333,41.25,11.14999962,12.25,12.30000019,11.25"
"97,29801730,0-20 cm,29801730,0.5,218.1,317,218.1,0.5,Cropland,0.221716267,15033.65116,63.8382988,-3.656510115,37.44699575,-5.147323961,5.607460022,50.24409866,17.37290001,45,42.5,46.5,41.83333333,11.25,12.35000038,12.39999962,11.35000038"
"98,29881742,0-20 cm,29881742,2.1,411.2,142,411.2,2.1,Cropland,0.220078,15032.63043,58.57180023,11.52779961,37.56784366,-5.082410867,0.701362014,48.14680099,17.78730011,43.16666667,41.08333333,44.75,40.33333333,11.44999981,12.60000038,12.64999962,11.55000019"
"99,29881822,0-20 cm,29881822,1.2,89.2,591,89.2,1.2,Cropland,0.174704096,14844.11111,51.42750168,-3.059010029,38.27786928,-5.242687092,3.505189896,52.51860046,15.60980034,48.5,46.5,50.25,45.91666667,9,10.14999962,10.19999981,9.149999619"
"100,29901692,0-20 cm,29901692,1,195.1,493,195.1,1,Cropland,0.198885071,14931.43182,60.4673996,-1.721940041,37.1270662,-4.96256813,1.242869973,53.88560104,16.57349968,47.75,45.08333333,49.33333333,43.91666667,10.64999962,11.75,11.80000019,10.75"
"101,29921750,0-20 cm,29921750,1,404.4,229,404.4,1,Cropland,0.207099931,15009.84783,63.64450073,-0.209534004,37.64601061,-5.053832046,0.43948099,48.7016983,17.49670029,43.75,41.66666667,45.41666667,40.91666667,11.10000038,12.25,12.30000019,11.19999981"
"102,30001738,0-20 cm,30001738,1.3,344.4,226,344.4,1.3,Cropland,0.215634159,15020.32609,57.84379959,-2.475389957,37.55356347,-4.941508237,1.184409976,48.82429886,17.63419914,43.75,41.5,45.33333333,40.83333333,11.25,12.35000038,12.44999981,11.35000038"
"103,30061684,0-20 cm,30061684,1.2,255,467,255,1.2,Cropland,0.123799917,14778.32609,54.90710068,4.226990223,37.08395619,-4.770881688,1.109609962,54.58539963,16.53770065,48.33333333,45.5,50,44.58333333,10.60000038,11.64999962,11.69999981,10.64999962"
"104,30081718,0-20 cm,30081718,1,383,277,383,1,Cropland,0.208309929,14984.11111,67.82949829,-0.623165011,37.38983413,-4.814054209,2.074850082,49.57210159,17.41670036,44.33333333,41.91666667,45.83333333,41.16666667,11.05000019,12.14999962,12.19999981,11.14999962"
"105,30101810,0-20 cm,30101810,1.2,76.6,656,76.6,1.2,Cropland,0.222852326,14848.34091,53.13899994,-3.791790009,38.21067331,-4.97226697,1.586279988,53.34719849,14.96479988,48.83333333,47,50.75,46.33333333,8.350000381,9.5,9.600000381,8.5"
"106,30121722,0-20 cm,30121722,1.1,468.9,293,468.9,1.1,Cropland,0.195509909,14973.84444,85.36029816,0.346264988,37.43238126,-4.777497205,1.123649955,50.24760056,17.31900024,44.91666667,42.5,46.41666667,41.75,10.89999962,12,12.05000019,10.94999981"
"107,26761786,0-20 cm,26761786,2.4,121,430,121,2.4,Cropland,0.275519914,14701.86364,49.7820015,-3.607069969,37.33676436,-8.621613437,4.080679893,53.76390076,15.49880028,50.16666667,47.83333333,51.16666667,47.08333333,11.80000019,12.60000038,12.60000038,11.80000019"
"108,27501780,0-20 cm,27501780,0.9,67.2,295,67.2,0.9,Shrubland,0.173893253,14992.33333,31.25,-3.278340101,37.44268222,-7.793951199,3.549659967,49.79840088,16.86949921,46.16666667,44.08333333,47.58333333,43.58333333,11.64999962,12.55000019,12.60000038,11.64999962"
"109,27541756,0-20 cm,27541756,2.2,241.3,319,241.3,2.2,Shrubland,0.216296597,14919.82609,36.66379929,-2.351039886,37.23962435,-7.694621989,3.057650089,50.77959824,16.71260071,46.66666667,43.83333333,47.75,43.5,11.85000038,12.75,12.75,11.89999962"
"110,27002038,0-20 cm,27002038,1.3,186,71,186,1.3,Cropland,0.291237074,14773.97674,20.11949921,3.141200066,39.59761767,-8.988560552,0.37459299,60.94079971,15.80080032,58.75,58.25,60.25,57.08333333,12.30000019,13.25,13.25,12.30000019"
"111,27282018,0-20 cm,27282018,1.2,105.7,163,105.7,1.2,Shrubland,0.21618167,14901.56818,68.27069855,-2.140330076,39.4849831,-8.619761035,1.108870029,64.60050201,16.34029961,62.58333333,61.91666667,64,60.83333333,12,12.94999981,13,12"
"112,27482128,0-20 cm,27482128,0.8,15.9,77,15.9,0.8,Grassland,0.245977449,14799.11905,18.63870049,2.418489933,40.49121854,-8.677925269,0.463252991,78.90470123,15.04259968,77.25,76.75,79.25,76,11.14999962,12.10000038,12.19999981,11.19999981"
"113,27561988,0-20 cm,27561988,1,76.5,225,76.5,1,Woodland,0.286433818,14801.15909,36.61209869,-2.143769979,39.28318073,-8.22738568,2.927380085,63.45500183,16.29100037,61.16666667,60.58333333,62.75,59.75,11.64999962,12.60000038,12.69999981,11.64999962"
"114,27562118,0-20 cm,27562118,1,49.1,113,49.1,1,Cropland,0.263024981,14725.69048,54.9054985,-0.691684008,40.42146744,-8.559769342,0.651333988,82.77179718,15.23700047,81.16666667,80.5,83.25,79.91666667,11.19999981,12.14999962,12.14999962,11.19999981"
"115,27602032,0-20 cm,27602032,1.8,100.5,333,100.5,1.8,Woodland,0.317328492,14700.22222,51.35480118,-1.266190052,39.67747911,-8.292652508,2.020109892,77.88420105,15.29810047,75.33333333,74.41666667,77.08333333,73.58333333,10.60000038,11.60000038,11.64999962,10.69999981"
"116,27682000,0-20 cm,27682000,1.3,66.4,232,66.4,1.3,Woodland,0.244384182,14824.04545,47.14070129,-1.539489985,39.4142123,-8.121636384,0.287301004,64.06620026,16.3022995,61.66666667,60.91666667,63.33333333,59.91666667,11.44999981,12.44999981,12.5,11.55000019"
"117,27722128,0-20 cm,27722128,4.1,103.9,132,103.9,4.1,Woodland,0.26124996,14726.97561,42.95600128,-2.998749971,40.543991,-8.402070608,3.124160051,92.16100311,15.20880032,90.83333333,90.41666667,93.16666667,89.83333333,11.19999981,12.14999962,12.19999981,11.25"
"118,27922124,0-20 cm,27922124,2.6,55.4,545,55.4,2.6,Woodland,0.261587419,14679.78947,44.3083992,-4.44520998,40.55236,-8.161586273,7.538080215,121.3050003,14.06830025,119.5833333,119.3333333,123,118.4166667,9.75,10.69999981,10.75,9.800000191"
"119,28102114,0-20 cm,28102114,0.8,105.5,426,105.5,0.8,Woodland,0.241762628,14755.27273,38.68180084,-2.660039902,40.50330277,-7.928871831,2.101289988,126.1959991,14.65629959,123.8333333,123.8333333,127.8333333,122.75,10.25,11.19999981,11.30000019,10.30000019"
"120,28242042,0-20 cm,28242042,1,38.4,336,38.4,1,Grassland,0.176116978,14901.95349,43.34569931,-2.419840097,39.90118363,-7.588942545,1.511199951,76.11170197,15.98309994,72.25,71.33333333,74.75,70.33333333,10.55000019,11.55000019,11.60000038,10.64999962"
"121,28262056,0-20 cm,28262056,2.8,41.1,477,41.1,2.8,Woodland,0.298581086,14744.02326,34.27090073,-3.484280109,40.0282755,-7.600453995,2.260329962,87.19460297,15.18889999,83.25,82.58333333,86.16666667,81.5,10,11,11.05000019,10.05000019"
"122,28262080,0-20 cm,28262080,6.9,57.1,727,57.1,6.9,Shrubland,0.237468003,14678.69767,38.76739883,-2.206370115,40.23892377,-7.659742483,10.97799969,107.625,13.92580032,104.25,103.5833333,107.5833333,102.4166667,8.949999809,10,10.05000019,9.050000191"
"123,28282118,0-20 cm,28282118,0.6,119.9,552,119.9,0.6,Cropland,0.21563531,14790.29545,39.32979965,-3.740720034,40.57644828,-7.731676108,4.084690094,138.2389984,14.17490005,135.4166667,135.3333333,140,134.0833333,9.649999619,10.64999962,10.69999981,9.699999809"
"124,28362076,0-20 cm,28362076,3,71.5,630,71.5,3,Woodland,0.246533744,14736.66667,30.55820084,-3.917020082,40.22468379,-7.53516306,4.53895998,98.3927002,14.38119984,94.75,94.33333333,98.16666667,93.25,9.449999809,10.44999981,10.5,9.5"
"125,28382062,0-20 cm,28382062,0.6,30.3,932,30.3,0.6,Woodland,0.196156238,14765.77273,48.86199951,-4.485109806,40.10590839,-7.47786928,9.473739624,97.59600067,13.52649975,93.83333333,93,96.91666667,92.16666667,8.25,9.300000191,9.350000381,8.350000381"
"126,28682118,0-20 cm,28682118,1.5,123.4,683,123.4,1.5,Woodland,0.205015278,14736.19048,40.54970169,-2.681979895,40.65954216,-7.270119832,8.738750458,95.29930115,13.26589966,92.5,92.33333333,95.75,91.33333333,8.449999809,9.5,9.550000191,8.550000191"
"127,28742034,0-20 cm,28742034,1.1,260.8,369,260.8,1.1,Woodland,0.240782908,14874.70455,48.65100098,-1.577569962,39.93334093,-6.998544636,0.912986994,61.35570145,15.89789963,58.08333333,57.33333333,60.25,56.66666667,10.19999981,11.30000019,11.35000038,10.35000038"
"128,28762036,0-20 cm,28762036,1.4,64.7,379,64.7,1.4,Grassland,0.209981733,14874.30233,40.79729843,0.152843997,39.95496662,-6.980413823,0.975892007,61.35570145,15.89789963,58.08333333,57.33333333,60.25,56.66666667,10.19999981,11.30000019,11.35000038,10.35000038"
"129,28882080,0-20 cm,28882080,4.9,191.5,910,191.5,4.9,Grassland,0.235821208,14694.92857,37.91659927,-0.121009,40.3661851,-6.947443508,0.591573,79.80760193,11.97039986,76.91666667,76,79.5,75.5,6.900000095,7.949999809,8,7"
"130,29022110,0-20 cm,29022110,0.9,41,837,41,0.9,Cropland,0.202108609,14839.61905,38.99539948,0.348037004,40.65812421,-6.857765868,0.218803003,68.2614975,12.52229977,65.83333333,65.41666667,68.16666667,64.91666667,7.300000191,8.350000381,8.449999809,7.449999809"
"131,26521970,0-20 cm,26521970,1.8,461.7,181,461.7,1.8,Grassland,0.276208086,14746.86364,72.43080139,-3.345969915,38.89468135,-9.350968161,8.098670006,60.37490082,15.9684,58.5,57.5,59.91666667,56.5,12.60000038,13.5,13.5,12.60000038"
"132,26841944,0-20 cm,26841944,0.6,36.7,57,36.7,0.6,Cropland,0.199618781,14874.31111,80.15570068,0.703696012,38.73964766,-8.925556639,0.632041991,60.57600021,16.96769905,59.08333333,58.33333333,60.41666667,57.58333333,12.80000019,13.69999981,13.75,12.80000019"
"133,26881938,0-20 cm,26881938,0.85,99.75,66,99.75,0.85,Woodland,0.269186674,14824.15217,54.12860107,4.606790066,38.69604951,-8.865543872,0.424190998,59.86040115,16.90460014,58.25,57.75,59.66666667,57,12.60000038,13.55000019,13.60000038,12.64999962"
"134,27101940,0-20 cm,27101940,0.7,75.9,89,75.9,0.7,Grassland,0.249146286,14878.47727,24.91830063,-0.447712988,38.76226676,-8.624439327,0.788857996,59.52220154,16.71229935,58,57.5,59.5,56.91666667,12.25,13.19999981,13.25,12.25"
"135,26761804,0-20 cm,26761804,1.5,57.6,244,57.6,1.5,Woodland,0.248149542,14854.61364,30.92370033,-3.066859961,37.49479743,-8.66529655,2.904819965,50.19419861,16.08399963,47.08333333,45.25,48.16666667,44.58333333,12.39999962,13.25,13.25,12.39999962"
"136,26841826,0-20 cm,26841826,1.7,49.3,185,49.3,1.7,Cropland,0.248531928,14861.54545,52.04719925,-2.409080029,37.70546324,-8.630849544,2.185470104,50.68190002,16.11520004,48.25,46.83333333,49.25,46.33333333,12.39999962,13.25,13.30000019,12.39999962"
"137,26941810,0-20 cm,26941810,2.4,135.3,175,135.3,2.4,Woodland,0.22879298,14878.66667,38.01890182,-2.765820026,37.58685722,-8.481727657,2.765520096,50.45399857,16.27440071,47.83333333,46.25,48.66666667,45.58333333,12.19999981,13.05000019,13.10000038,12.19999981"
"138,26961834,0-20 cm,26961834,1.1,96.8,145,96.8,1.1,Woodland,0.23353005,14937.61905,31.32929993,0.077349998,37.80194714,-8.517892982,1.94994998,49.9455986,16.50900078,47.91666667,46.75,48.91666667,46.41666667,12.30000019,13.19999981,13.19999981,12.30000019"
"139,27001846,0-20 cm,27001846,0.3,27.7,129,27.7,0.3,Woodland,0.245097556,14918.13953,40.88059998,2.004499912,37.91600888,-8.502923022,0.854151011,50.76610184,16.45219994,48.91666667,48,50.08333333,47.66666667,12.19999981,13.10000038,13.14999962,12.25"
"140,27041876,0-20 cm,27041876,0.7,30.4,129,30.4,0.7,Grassland,0.239324039,14932.71111,18.52169991,1.041180015,38.18799401,-8.532129552,0.528186023,53.27999878,16.63549995,52,51.75,53.33333333,51.33333333,12.30000019,13.19999981,13.25,12.30000019"
"141,27061888,0-20 cm,27061888,0.7,73.6,133,73.6,0.7,Woodland,0.240753067,14857.41304,23.10969925,-1.478590012,38.29762997,-8.539497845,1.163329959,54.03129959,16.6984005,52.75,52.41666667,54.08333333,52.08333333,12.35000038,13.25,13.30000019,12.35000038"
"142,27081954,0-20 cm,27081954,0.7,67.7,113,67.7,0.7,Cropland,0.269310994,14916.93023,31.5916996,-1.068570018,38.88050631,-8.682148589,0.845412016,60.2745018,16.74640083,58.66666667,57.83333333,60.08333333,57.41666667,12.35000038,13.25,13.35000038,12.35000038"
"143,27101814,0-20 cm,27101814,1.8,81.8,244,81.8,1.8,Woodland,0.218840036,14911.55556,49.02959824,-2.595570087,37.65667873,-8.314985341,1.689479947,50.81560135,16.39629936,48.25,46.58333333,49.41666667,46.16666667,11.85000038,12.75,12.80000019,11.85000038"
"144,27101892,0-20 cm,27101892,0.3,19.3,104,19.3,0.3,Woodland,0.221428932,14896.95556,23.10969925,-0.734263003,38.34145735,-8.504861164,0.857044995,53.61330032,16.81480026,52.33333333,52,53.75,51.66666667,12.5,13.44999981,13.5,12.55000019"
"145,27122016,0-20 cm,27122016,1.5,121.3,158,121.3,1.5,Cropland,0.287781632,14792.8,71.12750244,-0.911063015,39.43207414,-8.795564111,2.118860006,66.36319733,15.55519962,64.16666667,63.41666667,65.66666667,62.5,11.5,12.44999981,12.5,11.55000019"
"146,27141834,0-20 cm,27141834,1.2,126.5,179,126.5,1.2,Cropland,0.253797019,14941.53488,45.8628006,-1.397179961,37.84102488,-8.318924201,0.676200986,49.60010147,16.72750092,47.66666667,46.66666667,48.75,46.41666667,12.19999981,13.14999962,13.14999962,12.19999981"
"147,27181846,0-20 cm,27181846,0.5,94.9,117,94.9,0.5,Cropland,0.280976576,14904,48.09170151,1.254230022,37.95506483,-8.303628792,0.243783996,49.30609894,16.81940079,47.58333333,46.83333333,48.75,46.41666667,12.30000019,13.25,13.25,12.30000019"
"148,27241888,0-20 cm,27241888,1.2,170.6,142,170.6,1.2,Woodland,0.26177017,14878.81395,37.84130096,-1.627580047,38.33679543,-8.339140772,0.891957998,53.4239006,16.68950081,52.16666667,51.66666667,53.5,51.5,12.25,13.19999981,13.19999981,12.25"
"149,27241934,0-20 cm,27241934,0.9,81.7,133,81.7,0.9,Woodland,0.24867444,14831.42222,23.58119965,-2.97961998,38.74033073,-8.452663148,4.396009922,58.01480103,16.59980011,56.75,56.25,57.91666667,55.83333333,12.05000019,13.05000019,13.05000019,12.10000038"
"150,27281940,0-20 cm,27281940,0.5,35.3,174,35.3,0.5,Woodland,0.24535102,14845.86957,23.75289917,-1.975119948,38.80165119,-8.422782643,0.473821998,59.11579895,16.55730057,57.66666667,57.08333333,59,56.75,12,12.94999981,13,12.05000019"
"151,27281982,0-20 cm,27281982,0.4,37.9,127,37.9,0.4,Woodland,0.265282122,14873.56818,22.35239983,-2.775209904,39.1697455,-8.528138021,2.43637991,61.85160065,16.57559967,60,59.25,61.41666667,58.41666667,12.05000019,13.05000019,13.05000019,12.10000038"
"152,27321784,0-20 cm,27321784,1.4,30.2,404,30.2,1.4,Grassland,0.183993555,14999.6,38.45890045,-0.182698995,37.43994321,-8.001415407,1.446519971,52.71519852,16.2241993,48.91666667,46.83333333,50.33333333,46.33333333,11.19999981,12.10000038,12.10000038,11.19999981"
"153,27381916,0-20 cm,27381916,1.2,128.2,333,128.2,1.2,Woodland,0.264028496,14827.86364,53.07870102,-1.797189951,38.61277672,-8.251515379,1.310080051,59.51639938,15.96220016,58.08333333,57.33333333,59.5,56.83333333,11.30000019,12.30000019,12.35000038,11.35000038"
"154,27421902,0-20 cm,27421902,0.6,45,248,45,0.6,Grassland,0.292821537,14920.22727,57.89410019,-1.068570018,38.49848408,-8.172593972,0.609440029,55.19049835,16.41500092,53.66666667,53.16666667,55.08333333,52.83333333,11.64999962,12.60000038,12.64999962,11.69999981"
"155,27422010,0-20 cm,27422010,1.3,217,74,217,1.3,Cropland,0.241822779,14805.97727,63.81750107,1.550989985,39.44562452,-8.440962163,0.408327997,61.45470047,16.7031002,59.41666667,58.83333333,60.91666667,58.16666667,12.30000019,13.25,13.30000019,12.35000038"
"156,27461868,0-20 cm,27461868,1.3,120.5,182,120.5,1.3,Grassland,0.254718005,14951.63636,55.16479874,-1.273259997,38.20837457,-8.045813739,0.634648025,50.11470032,16.80509949,48.5,47.91666667,49.91666667,47.83333333,12.05000019,13,13.10000038,12.05000019"
"157,27461892,0-20 cm,27461892,1.1,52.6,237,52.6,1.1,Woodland,0.276825754,14889.97778,55.5237999,-1.672709942,38.41923153,-8.103666991,0.833616018,53.18080139,16.43190002,51.75,51.16666667,53.08333333,50.83333333,11.55000019,12.55000019,12.60000038,11.60000038"
"158,27462000,0-20 cm,27462000,2.2,92.1,218,92.1,2.2,Woodland,0.263875003,14805.84091,38.82320023,-2.750799894,39.36672302,-8.370452592,2.511270046,64.43080139,16.2378006,62.25,61.66666667,64,60.66666667,11.64999962,12.64999962,12.69999981,11.75"
"159,27481828,0-20 cm,27481828,2.1,60.7,188,60.7,2.1,Woodland,0.221084815,14991.53488,49.55950165,6.49116993,37.86093134,-7.92837558,0.755734026,47.77399826,16.88999939,45.58333333,44.33333333,46.66666667,44.08333333,11.85000038,12.85000038,12.85000038,11.89999962"
"160,27481840,0-20 cm,27481840,1,95.6,231,95.6,1,Cropland,0.238029518,14936.93023,63.02349854,0.00146365,37.96647333,-7.956786288,0.229842007,48.79090118,16.65859985,46.91666667,45.83333333,48.08333333,45.58333333,11.69999981,12.69999981,12.69999981,11.69999981"
"161,27481894,0-20 cm,27481894,1.3,78.2,225,78.2,1.3,Woodland,0.275363878,14894.73333,55.72180176,-1.92493999,38.44107094,-8.086193948,2.034339905,53.18080139,16.43190002,51.75,51.16666667,53.08333333,50.83333333,11.55000019,12.55000019,12.60000038,11.60000038"
"162,27501802,0-20 cm,27501802,1.3,46.3,233,46.3,1.3,Grassland,0.183863228,15050.55814,35.36880112,0.137877002,37.63637118,-7.845168807,0.670071006,48.58560181,16.99729919,45.75,44.08333333,47.08333333,43.75,11.80000019,12.75,12.80000019,11.85000038"
"163,27501892,0-20 cm,27501892,0.7,29.6,249,29.6,0.7,Grassland,0.290842962,14948.84091,55.5237999,0.375297993,38.4277697,-8.059040764,0.414348006,53.40110016,16.37129974,51.91666667,51.33333333,53.16666667,50.91666667,11.5,12.5,12.55000019,11.60000038"
"164,27541792,0-20 cm,27541792,1.5,48.8,217,48.8,1.5,Grassland,0.175429329,15064.27907,31.8567009,-2.085730076,37.55673214,-7.777729769,2.186980009,47.90840149,17.13069916,44.66666667,43.08333333,46.08333333,42.66666667,11.85000038,12.85000038,12.85000038,11.94999981"
"165,27601790,0-20 cm,27601790,2.4,394.6,245,394.6,2.4,Grassland,0.192830126,15024.95455,30.6692009,-2.720180035,37.5516643,-7.706921315,2.443130016,48.10169983,17.1072998,44.83333333,43.25,46.08333333,42.75,11.85000038,12.80000019,12.85000038,11.89999962"
"166,27601794,0-20 cm,27601794,1.1,111.7,199,111.7,1.1,Shrubland,0.177464986,15003.67391,30.6692009,-2.507999897,37.5868922,-7.716184921,2.556750059,46.81349945,17.30850029,43.75,42.16666667,45.08333333,41.66666667,12.10000038,13.05000019,13.05000019,12.10000038"
"167,27641896,0-20 cm,27641896,0.9,55,278,55,0.9,Cropland,0.280772645,14935.06818,48.60889816,1.00632,38.49264562,-7.912367462,0.872313976,52.83380127,16.28179932,51.16666667,50.33333333,52.58333333,50,11.30000019,12.35000038,12.35000038,11.39999962"
"168,27641914,0-20 cm,27641914,1.6,85.5,353,85.5,1.6,Grassland,0.320724231,14899.48889,50.90259933,-1.607969999,38.65080775,-7.955721568,2.485899925,56.24900055,15.9708004,54.58333333,53.83333333,56,53.41666667,11,12.10000038,12.10000038,11.10000038"
"169,27661882,0-20 cm,27661882,1.8,136.9,379,136.9,1.8,Woodland,0.276407745,14827.27273,56.64049911,-2.777529955,38.37380684,-7.856539308,2.417720079,52.58860016,16.10810089,50.75,50,52.16666667,49.66666667,11.19999981,12.25,12.30000019,11.30000019"
"170,27701848,0-20 cm,27701848,1.7,308.9,233,308.9,1.7,Cropland,0.244145303,14917.61364,47.12929916,-2.630660057,38.0831551,-7.731497901,1.390699983,48.23619843,16.72970009,46.25,45.25,47.5,45,11.55000019,12.64999962,12.64999962,11.64999962"
"171,27741866,0-20 cm,27741866,2.2,124,410,124,2.2,Woodland,0.231073603,14888.72093,52.94430161,-1.901870012,38.24989582,-7.729403411,0.690690994,52.16239929,15.99660015,50.08333333,49.25,51.5,49,11.05000019,12.05000019,12.10000038,11.10000038"
"172,27781794,0-20 cm,27781794,1.2,44.7,152,44.7,1.2,Grassland,0.190929721,15070.15909,38.23949814,-1.252539992,37.62426656,-7.517479223,3.055500031,45.68600082,17.51390076,42.58333333,40.91666667,43.83333333,40.66666667,12.30000019,13.30000019,13.35000038,12.39999962"
"173,27801810,0-20 cm,27801810,3.3,227.4,261,227.4,3.3,Woodland,0.203706795,15031.78571,41.62480164,-0.642463028,37.76937439,-7.532160065,1.015660048,47.92200089,16.86359978,45,43.58333333,46.25,43.25,11.55000019,12.60000038,12.60000038,11.60000038"
"174,27841840,0-20 cm,27841840,0.6,189.3,219,189.3,0.6,Cropland,0.212096608,14970.59091,52.47090149,0.00146365,38.0418795,-7.557258848,0.935308993,47.23770142,16.85090065,45.08333333,44.08333333,46.41666667,43.75,11.64999962,12.64999962,12.75,11.69999981"
"175,27881934,0-20 cm,27881934,1.3,177.7,300,177.7,1.3,Woodland,0.241945511,14856.20455,60.17950058,-1.496399999,38.87715575,-7.734696664,0.463252991,55.06819916,16.03829956,53.16666667,52.33333333,54.66666667,51.83333333,11.19999981,12.25,12.30000019,11.25"
"176,27881938,0-20 cm,27881938,1.4,78.2,294,78.2,1.4,Woodland,0.295242818,14865.84091,55.54679871,0.968894005,38.91231073,-7.744310472,0.406302005,55.06819916,16.03829956,53.16666667,52.33333333,54.66666667,51.83333333,11.19999981,12.25,12.30000019,11.25"
"177,27882010,0-20 cm,27882010,1.3,110.4,288,110.4,1.3,Woodland,0.170423429,14973.44186,44.90000153,-2.496550083,39.54459119,-7.919830747,1.980149984,69.4469986,16.0279007,66.33333333,65.75,68.41666667,64.75,11.05000019,12.05000019,12.10000038,11.14999962"
"178,27901936,0-20 cm,27901936,1.3,57.4,299,57.4,1.3,Woodland,0.244759107,14856.45455,62.17150116,-0.538496017,38.89892467,-7.717018966,1.04843998,55.06819916,16.03829956,53.16666667,52.33333333,54.66666667,51.83333333,11.19999981,12.25,12.30000019,11.25"
